SERIE;FECHA DE MUESTRA;HI;DGA;ACE
30N14081602;27/02/2025;1.214285714;1.3;1
30N14081603;27/02/2025;1.214285714;1.3;1
5337PA196-02;27/02/2025;1.214285714;1.3;1
5337PA196-03;27/02/2025;1.214285714;1.3;1
5337PA196-04;27/02/2025;1.214285714;1.3;1
5337PA196-05;27/02/2025;1.214285714;1.3;1
5337PA196-06;27/02/2025;1;;1
6620 500;27/02/2025;1.214285714;1.3;1
6620 501;27/02/2025;1;1;1
6620 502;27/02/2025;1;;1
6620 503;27/02/2025;1;1;1
750005-01;27/02/2025;1.642857143;1.9;1
750006-01;27/02/2025;1;;1
750019-01;27/02/2025;1.642857143;1.9;1
760026-01;27/02/2025;1.321428571;1.45;1
760045-01;27/02/2025;1.214285714;1.3;1
760046-01;27/02/2025;1.214285714;1.3;1
760047-01;27/02/2025;1.214285714;1.3;1
770003-01;27/02/2025;1.214285714;1.3;1
770021-01;27/02/2025;1.214285714;1.3;1
770023-01;27/02/2025;1.214285714;1.3;1
770027-01;27/02/2025;1.214285714;1.3;1
770028-01;27/02/2025;1.295918367;1.3;1.285714286
B607398;27/02/2025;1;1;1
B608156;27/02/2025;1.103896104;1;1.363636364
B611544;27/02/2025;1;;1
B611545;27/02/2025;1;1;1
B615152;27/02/2025;1;1;1
B615153;27/02/2025;1;1;1
B93033;27/02/2025;1;1;1
D518290;27/02/2025;1;;1
D518291;27/02/2025;1.214285714;1.3;1
D518292;27/02/2025;1.214285714;1.3;1
D518293;27/02/2025;1.214285714;1.3;1
D518294;27/02/2025;1;;1
D518295;27/02/2025;1;;1
HST15082-1-1;27/02/2025;1.163265306;1;1.571428571
HST15082-1-2;27/02/2025;1.163265306;1;1.571428571
HST15082-1-3;27/02/2025;1.163265306;1;1.571428571
L-10228;27/02/2025;1.75;2.05;1
L-10802;27/02/2025;1.3;;1.3
L-10803;27/02/2025;1;;1
L-30108;27/02/2025;1;1;1
L-30155;27/02/2025;1;1;1
L-30157;27/02/2025;1;1;1
L-30158;27/02/2025;1.272108844;1;1.952380952
L-30229;27/02/2025;1.986394558;2;1.952380952
L-30230;27/02/2025;1;1;1
L-30249;27/02/2025;1;;1
L-30300;27/02/2025;1.5;1.5;
L-30306;27/02/2025;1;;1
L-30307;27/02/2025;1;;1
L-30330;27/02/2025;3.19047619;;3.19047619
L-30406;27/02/2025;1.233766234;1;1.818181818
L-30436;27/02/2025;1.25974026;1;1.909090909
L-30442;27/02/2025;1.103896104;1;1.363636364
L-30443;27/02/2025;1.081632653;1;1.285714286
L-30477;27/02/2025;1;1;1
L-30493;27/02/2025;1;1;1
L-30506;27/02/2025;1;1;1
L-30507;27/02/2025;1;1;1
LP-000471;27/02/2025;1.857142857;;1.857142857
LP-000472;27/02/2025;1;;1
LP-000473;27/02/2025;1.24025974;1.3;1.090909091
LP-000474;27/02/2025;1.266233766;1.3;1.181818182
LP-000475;27/02/2025;1.266233766;1.3;1.181818182
LP-000476;27/02/2025;1.5;1.3;2
LP-000584;27/02/2025;1.103896104;1;1.363636364
LP-000598;27/02/2025;1.103896104;1;1.363636364
P185848;27/02/2025;1;1;1
P186248;27/02/2025;1.214285714;1.3;1
P186249;27/02/2025;1.214285714;1.3;1
P186250;27/02/2025;1.214285714;1.3;1
P186254;27/02/2025;1;;1
P186255;27/02/2025;1.214285714;1.3;1
P186256;27/02/2025;1.214285714;1.3;1
P186257;27/02/2025;1.214285714;1.3;1
PA 277 - 01;27/02/2025;1.3;1.3;
PA 277 - 02;27/02/2025;1;1;
PA 277 - 03;27/02/2025;1;;1
PA196-01-04;27/02/2025;1;;1
PA277 -01;27/02/2025;1;;1
PA277- 02;27/02/2025;1;;1
PT9003-01;27/02/2025;1.12987013;1;1.454545455
V101038;27/02/2025;1.214285714;1.3;1
V101039;27/02/2025;1.214285714;1.3;1
V101040;27/02/2025;1.214285714;1.3;1
V101041;27/02/2025;1.214285714;1.3;1
V101042;27/02/2025;1.214285714;1.3;1
V101043;27/02/2025;1.214285714;1.3;1
V101044;27/02/2025;1;;1
V147101;27/02/2025;1;1;1
V147102;27/02/2025;1;1;1
V147103;27/02/2025;1;1;1
V147104;27/02/2025;1.555555556;;1.555555556
V147105;27/02/2025;1.214285714;1.3;1
V147106;27/02/2025;1;1;1
V147107;27/02/2025;1.214285714;1.3;1
V163201;27/02/2025;1;1;1
V180401;27/02/2025;1;1;1
V180402;27/02/2025;1;1;1
V180403;27/02/2025;1;1;1
59571;26/02/2025;1.642857143;1.9;1
59572;26/02/2025;1.694805195;1.9;1.181818182
59573;26/02/2025;1.321428571;1.45;1
100138;26/02/2025;1;1;1
146916;26/02/2025;1.214285714;1.3;1
146917;26/02/2025;1.214285714;1.3;1
146918;26/02/2025;1.214285714;1.3;1
147400;26/02/2025;1.214285714;1.3;1
185466;26/02/2025;1.081632653;1;1.285714286
185519;26/02/2025;1.321428571;1.45;1
185634;26/02/2025;1.642857143;1.9;1
185635;26/02/2025;1.642857143;1.9;1
185636;26/02/2025;1.642857143;1.9;1
185765;26/02/2025;1.214285714;1.3;1
185766;26/02/2025;1.214285714;1.3;1
185767;26/02/2025;1.214285714;1.3;1
338118;26/02/2025;3.7;3.7;
359110;26/02/2025;1;1;1
359111;26/02/2025;1.214285714;1.3;1
364072;26/02/2025;1;1;1
364073;26/02/2025;1;1;1
364074;26/02/2025;1.214285714;1.3;1
364075;26/02/2025;1.214285714;1.3;1
364076;26/02/2025;3;3;
364077;26/02/2025;1.214285714;1.3;1
364078;26/02/2025;1.214285714;1.3;1
551873;26/02/2025;1;1;1
551874;26/02/2025;1;1;1
551875;26/02/2025;1;1;1
123157T;26/02/2025;1.081632653;1;1.285714286
123158T;26/02/2025;1;1;1
123159T;26/02/2025;1;1;1
123160T;26/02/2025;1;1;1
123161T;26/02/2025;1;1;1
132006T1;26/02/2025;1;1;1
146659T1;26/02/2025;1.214285714;1.3;1
146659T2;26/02/2025;1;1;1
146659T3;26/02/2025;1.214285714;1.3;1
146660T1;26/02/2025;1.214285714;1.3;1
146660T2;26/02/2025;1;1;1
146660T3;26/02/2025;1.025974026;1;1.090909091
147926T1;26/02/2025;1.214285714;1.3;1
149292T;26/02/2025;1.214285714;1.3;1
150700A/01;26/02/2025;1.214285714;1.3;1
150700A/02;26/02/2025;1.214285714;1.3;1
150700B/01;26/02/2025;1.214285714;1.3;1
160967T;26/02/2025;1;1;1
161159T2;26/02/2025;1;1;1
161566T;26/02/2025;1.207792208;1;1.727272727
161642T;26/02/2025;1.12987013;1;1.454545455
162031 T1;26/02/2025;1.3;;1.3
16625S;26/02/2025;1.077922078;1;1.272727273
16626S;26/02/2025;1.214285714;1.3;1
16627S;26/02/2025;1.474025974;1.3;1.909090909
16628S;26/02/2025;1;1;
16629S;26/02/2025;1.214285714;1.3;1
16630S;26/02/2025;1.292207792;1.3;1.272727273
16631S;26/02/2025;1.474025974;1.3;1.909090909
1ZBR60816;26/02/2025;1.214285714;1.3;1
1ZBR60817;26/02/2025;1.214285714;1.3;1
1ZBR60818;26/02/2025;1.214285714;1.3;1
230531-01;26/02/2025;3.05;3.05;
30N14081601;26/02/2025;1.214285714;1.3;1
30N14081602;26/02/2025;1.214285714;1.3;1
30N14081603;26/02/2025;1.214285714;1.3;1
5337PA196-02;26/02/2025;1.214285714;1.3;1
5337PA196-03;26/02/2025;1.214285714;1.3;1
5337PA196-04;26/02/2025;1.214285714;1.3;1
5337PA196-05;26/02/2025;1.214285714;1.3;1
5337PA196-06;26/02/2025;1;;1
6620 500;26/02/2025;1.214285714;1.3;1
6620 501;26/02/2025;1;1;1
6620 502;26/02/2025;1;;1
6620 503;26/02/2025;1;1;1
750005-01;26/02/2025;1.642857143;1.9;1
750006-01;26/02/2025;1;;1
750019-01;26/02/2025;1.642857143;1.9;1
760026-01;26/02/2025;1.321428571;1.45;1
760045-01;26/02/2025;1.214285714;1.3;1
760046-01;26/02/2025;1.214285714;1.3;1
760047-01;26/02/2025;1.214285714;1.3;1
770003-01;26/02/2025;1.214285714;1.3;1
770021-01;26/02/2025;1.214285714;1.3;1
770023-01;26/02/2025;1.214285714;1.3;1
770027-01;26/02/2025;1.214285714;1.3;1
770028-01;26/02/2025;1.295918367;1.3;1.285714286
B607398;26/02/2025;1;1;1
B608156;26/02/2025;1.103896104;1;1.363636364
B611544;26/02/2025;1;;1
B611545;26/02/2025;1;1;1
B615152;26/02/2025;1;1;1
B615153;26/02/2025;1;1;1
B93033;26/02/2025;1;1;1
D518290;26/02/2025;1;;1
D518291;26/02/2025;1.214285714;1.3;1
D518292;26/02/2025;1.214285714;1.3;1
D518293;26/02/2025;1.214285714;1.3;1
D518294;26/02/2025;1;;1
D518295;26/02/2025;1;;1
HST15082-1-1;26/02/2025;1.163265306;1;1.571428571
HST15082-1-2;26/02/2025;1.163265306;1;1.571428571
HST15082-1-3;26/02/2025;1.163265306;1;1.571428571
L-10228;26/02/2025;1.75;2.05;1
L-10802;26/02/2025;1.3;;1.3
L-10803;26/02/2025;1;;1
L-30108;26/02/2025;1;1;1
L-30155;26/02/2025;1;1;1
L-30157;26/02/2025;1;1;1
L-30158;26/02/2025;1.272108844;1;1.952380952
L-30229;26/02/2025;1.986394558;2;1.952380952
L-30230;26/02/2025;1;1;1
L-30249;26/02/2025;1;;1
L-30300;26/02/2025;1.5;1.5;
L-30306;26/02/2025;1;;1
L-30307;26/02/2025;1;;1
L-30330;26/02/2025;3.19047619;;3.19047619
L-30406;26/02/2025;1.233766234;1;1.818181818
L-30436;26/02/2025;1.25974026;1;1.909090909
L-30442;26/02/2025;1.103896104;1;1.363636364
L-30443;26/02/2025;1.081632653;1;1.285714286
L-30477;26/02/2025;1;1;1
L-30493;26/02/2025;1;1;1
L-30506;26/02/2025;1;1;1
L-30507;26/02/2025;1;1;1
LP-000471;26/02/2025;1.857142857;;1.857142857
LP-000472;26/02/2025;1;;1
LP-000473;26/02/2025;1.24025974;1.3;1.090909091
LP-000474;26/02/2025;1.266233766;1.3;1.181818182
LP-000475;26/02/2025;1.266233766;1.3;1.181818182
LP-000476;26/02/2025;1.5;1.3;2
LP-000584;26/02/2025;1.103896104;1;1.363636364
LP-000598;26/02/2025;1.103896104;1;1.363636364
P185848;26/02/2025;1;1;1
P186248;26/02/2025;1.214285714;1.3;1
P186249;26/02/2025;1.214285714;1.3;1
P186250;26/02/2025;1.214285714;1.3;1
P186254;26/02/2025;1;;1
P186255;26/02/2025;1.214285714;1.3;1
